id {uuid},name  {properties.title},type {properties.type},diocese {properties.diocese},url {links[0].identifier},{links[0].type},{properties.when},founded by {properties.founder},{latitude},{longitude},"{types=[{""identifier"":""http://vocab.getty.edu/aat/300443474"",""label"":""monasteries (institutions)"",""sourceLabels"":[""Monastery""]}]}","{$.@id=""https://w3id.org/locolligo/early-monasteries""}","{$.indexing=""indexing_early-monasteries.json""}"
337,Saint Quentin Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=660,Chlodovech II,49.847792,3.289917,,,
338,"St Riquier Abbey, Centula",,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=625,Richarius,50.1336,1.9481,,,
339,Saint Symphorian Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=609,Pappolus,46.9681,4.315,,,
340,Saint Trond Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=656,Trudo,50.8164,5.1867,,,
341,Saint Vaast Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=667,Audebert,50.291944,2.773333,,,
342,Staffelsee Abbey,,,https://second.wiki/wiki/monasterio_de_staffelsee,seeAlso,>=740,,47.69,11.17,,,
343,Stavelot-Malmédy Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=650,Remaclus,50.383333,5.933333,,,
344,Tauberbischofsheim Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=754,Boniface,49.6225,9.662778,,,
345,Tegernsee Abbey,,,https://en.wikipedia.org/wiki/List_of_Merovingian_monasteries,seeAlso,>=746,,47.7075,11.756667,,,
346,Crespin Abbey,,,https://en.wikipedia.org/wiki/Crespin_Abbey,seeAlso,>=648,Landelin,50.2519,3.3943,,,
347,Wallers-Trélon Priory,,,https://en.wikipedia.org/wiki/Crespin_Abbey,seeAlso,>=657,Landelin,50.0642,4.1764,,,
348,Samer Abbey (St. Vulmar),,,https://en.wikipedia.org/wiki/Vulmar,seeAlso,>=688,Vulmar,50.6389,1.7458,,,
349,Wierre-au-Bois Nunnery,,,https://en.wikipedia.org/wiki/Vulmar,seeAlso,>=688,Vulmar,50.645,1.7631,,,
350,Marchiennes Abbey,,,https://en.wikipedia.org/wiki/Marchiennes_Abbey,seeAlso,>=630,,50.408056,3.281111,,,
351,Monastery of St Josse,,,https://en.wikipedia.org/wiki/Saint-Josse,seeAlso,>=800,,50.4686,1.6656,,,
